pos,rho;ad,an,bd,bn,cd,cn,dd,dn,ed,en
2.49525,0.5118;0.323252,0.499626,0.1,0.1,1.1724,10.0,0.33217,0.136911,3.66953,0.328674
0.401689,0.519675;0.1,0.1,0.510083,0.1,10.0,0.1,0.206259,6.58962,10.0,0.854643
2.48728,0.514839;4.38601,10.0,0.1,10.0,0.1,10.0,1.54753,0.1,0.174882,0.110507
0.402554,0.520094;1.72595,0.386219,1.97943,0.25734,10.0,1.6285,10.0,10.0,0.195486,0.152314
2.50282,0.521067;7.40043,8.73665,0.731235,6.55297,0.206711,10.0,0.231043,10.0,3.99281,0.1
0.401009,0.52607;1.72595,0.386219,1.14809,0.1,10.0,1.6285,10.0,10.0,0.195486,0.152314
2.50166,0.527422;0.323252,0.499626,0.1,0.1,1.1724,10.0,0.18093,0.136911,3.66953,0.166069
0.404067,0.533633;10.0,0.310476,0.405199,0.190159,10.0,0.294638,10.0,0.1,6.44811,4.62944
2.4898,0.530757;0.323252,0.499626,0.1,0.1,1.1724,10.0,0.218842,0.288843,3.66953,0.166069
0.404209,0.539431;6.96959,0.352374,6.05429,0.1,0.171549,0.1,10.0,0.218098,5.0798,3.44629
2.49991,0.538309;0.1,0.298127,0.15286,1.83695,0.1,3.67655,0.194931,0.430639,2.03222,0.151157
0.401053,0.540723;6.96959,0.352374,5.83236,0.1,0.171549,0.1,10.0,0.165523,5.0798,3.44629
2.46709,0.543668;1.96889,2.70291,0.493118,3.92183,0.1,10.0,0.1,0.1,2.94394,0.1
0.400751,0.548995;2.14545,0.113148,0.923187,0.152456,6.66903,0.246022,10.0,0.1224,10.0,7.7393
2.4834,0.547833;7.40043,8.78577,0.1,3.11601,0.243428,10.0,0.1,10.0,3.99281,0.1
0.400867,0.551638;0.1,0.1,0.494379,0.1,10.0,1.19026,10.0,0.1,8.87461,0.293303
2.47853,0.552933;0.100592,0.146932,0.231939,0.165493,0.1,7.25511,0.39155,0.1,10.0,0.1
0.404108,0.556645;0.1,0.1,0.497339,0.1,10.0,0.1,0.1,2.33967,10.0,0.240269
2.4882,0.556122;7.10528,10.0,0.124373,9.00341,0.1,0.1,0.1,4.08093,0.619134,0.1
0.40406,0.561662;0.1,0.1,0.510083,0.1,10.0,0.151382,0.130811,0.1,10.0,0.1
2.50207,0.559697;0.1,0.184389,0.184783,0.758384,0.1,1.5413,0.1,8.66219,6.04341,2.9469
0.403173,0.56743;0.1,0.111151,0.586847,0.249587,10.0,0.665545,0.107267,0.1,0.1,0.1
2.49966,0.565432;4.20453,10.0,0.149023,10.0,0.1,10.0,1.30315,0.1,0.187741,0.1
0.402707,0.573977;1.05578,0.125067,1.60412,0.309888,10.0,10.0,1.61627,0.173864,0.1,0.1
2.50163,0.573529;4.20453,10.0,0.121849,10.0,0.158366,10.0,1.30315,0.534627,0.210506,0.1
0.403552,0.578887;10.0,1.61948,10.0,1.74116,0.120804,0.165054,10.0,1.09118,4.48781,3.92381
2.49783,0.579479;0.480414,0.675788,0.1,0.1,0.389236,10.0,0.10693,0.10515,6.57962,0.1
0.402509,0.580707;9.13165,4.83333,0.119775,0.391632,0.1,0.1,8.83273,1.11535,6.93997,7.98972
2.49377,0.583825;0.135747,0.228786,0.1,0.857377,0.1,3.67655,0.1,0.226932,3.73935,0.311252
0.401832,0.588627;0.11701,0.1,0.1,0.1,10.0,0.18151,0.1,10.0,4.16552,0.1
2.48775,0.590346;0.318251,1.59093,0.128865,10.0,0.314226,8.61526,0.639956,0.1,10.0,0.1
0.401779,0.59512;0.408198,0.347159,1.65913,2.59359,2.61471,10.0,1.38111,0.1,0.945856,0.772449
2.49916,0.594982;7.40043,10.0,0.1,10.0,0.278358,10.0,0.1,10.0,3.99281,0.1
0.402615,0.599118;4.46256,0.1,0.1,10.0,0.1,0.759781,2.58918,0.1,3.43326,0.387926
2.49495,0.597262;7.40043,10.0,0.1,10.0,0.141531,10.0,0.231043,10.0,3.99281,0.1
0.401111,0.604462;1.05578,0.1,2.27951,0.1,8.56042,10.0,2.58321,0.1,0.1,0.1
2.49618,0.605291;7.14344,10.0,1.14959,10.0,0.133805,10.0,0.1,10.0,3.256,0.1
0.402979,0.606251;10.0,1.48631,3.44426,0.338072,7.18975,0.1,10.0,2.5208,4.48781,3.90377
2.50527,0.605311;0.591244,0.892095,0.181747,0.1,0.103545,10.0,0.1,0.1,5.65244,0.450277
0.401717,0.610896;3.16259,0.1,2.78888,0.1,6.28027,0.195812,0.49319,0.175282,0.1,0.1
2.48599,0.615723;0.318251,1.59093,0.128865,10.0,0.294859,8.61526,0.619715,0.1,10.0,0.1
0.401792,0.616017;0.1,0.1,0.1,0.1,1.71034,0.819463,0.1,1.00294,6.91064,0.107944
2.48467,0.616914;0.318251,1.59093,0.128865,10.0,0.294859,8.61526,0.619715,0.147144,10.0,0.1
0.403761,0.621268;1.65178,0.188331,1.19469,3.99023,7.98707,10.0,0.14796,0.237675,0.350164,0.118966
2.50278,0.621964;0.1,0.147109,0.1,0.513516,0.175545,0.1,0.1,9.06095,3.89875,0.342251
0.401776,0.626268;0.101321,0.1,0.250473,0.151011,10.0,0.385677,0.920117,10.0,10.0,0.3005
2.49858,0.625884;7.14344,10.0,0.596001,7.01278,0.134503,10.0,0.1,10.0,3.256,0.1
0.404243,0.633532;0.1,0.1,0.232677,0.1,10.0,0.480916,1.73582,10.0,10.0,0.167218
2.49349,0.634886;3.97933,6.36948,0.146533,0.128827,0.188162,10.0,0.1247,0.255605,0.816417,0.1
0.403644,0.638506;0.1,0.1,0.232677,0.1,10.0,0.480916,2.41294,10.0,10.0,0.1
2.49588,0.635835;3.97933,6.36948,0.1,0.128827,0.188162,10.0,0.1247,0.181746,0.816417,0.1
0.400139,0.640094;0.1,0.1,0.232677,0.1,10.0,0.480916,1.73582,10.0,10.0,0.1
2.49404,0.64499;0.591244,0.892095,0.1,0.124617,0.10967,10.0,0.1,0.1,5.65244,0.1
0.402096,0.647233;0.230725,0.387166,5.70909,10.0,10.0,2.20045,10.0,0.1,10.0,10.0
2.50048,0.647022;5.59501,10.0,0.147936,0.162528,0.312821,0.126642,0.378797,4.74976,0.323944,0.1
0.403013,0.654801;0.683301,0.794646,1.53974,0.887172,10.0,0.1,0.1,0.998594,5.72583,0.211546
2.50319,0.649969;1.38781,2.20133,0.1,0.407781,0.169435,10.0,0.178895,0.1,2.21786,0.138511
0.404262,0.655932;5.62976,0.366427,0.235646,0.417045,8.14558,3.11954,9.66387,0.1,10.0,10.0
2.49375,0.661181;6.60506,10.0,0.49131,10.0,0.113413,10.0,0.231043,10.0,3.256,0.1
0.401386,0.663625;3.81975,5.20748,3.23716,0.253853,10.0,0.571938,0.399338,1.52867,1.2757,0.210586
2.50086,0.662971;0.1,0.174787,0.1,0.129422,0.521445,6.89173,0.76552,8.6381,10.0,0.1
0.404638,0.666582;10.0,0.1,1.86225,0.1,3.64481,0.1,0.439931,0.1,0.1,0.1
2.49325,0.663285;0.230725,0.387166,0.132487,0.1,0.241892,10.0,0.1,0.259221,10.0,0.758997
0.402072,0.670721;1.36024,0.1,1.13954,0.361535,10.0,0.1,10.0,0.1,10.0,10.0
2.47317,0.671479;6.60506,10.0,0.49131,10.0,0.113413,10.0,0.202143,10.0,3.256,0.1
0.401336,0.679512;5.62976,0.366427,0.135444,0.146695,8.37634,3.11954,10.0,0.1,10.0,10.0
2.49679,0.680424;0.1,0.221855,0.1,1.20253,0.785774,10.0,0.1,0.39229,10.0,0.12763
0.404962,0.68475;5.62976,0.366427,0.135444,0.1,8.14558,3.11954,10.0,0.1,10.0,10.0
2.49782,0.684728;0.230725,0.387166,0.1,0.1,0.23733,10.0,0.1,0.1,10.0,0.356475
0.403418,0.687566;0.1,0.122669,0.510083,0.1,10.0,0.142468,0.341956,0.1,10.0,0.1
2.50029,0.686917;6.00115,10.0,0.171385,3.93242,0.125974,0.148167,0.173014,10.0,1.46634,0.391036
0.404274,0.69244;0.1,0.103031,0.197706,0.155942,3.62327,5.50643,7.87843,0.301139,0.1,0.1
2.4973,0.692121;0.228337,0.387166,0.1,0.1,0.241892,10.0,0.1,0.336509,10.0,0.356475
0.400505,0.697758;1.70979,0.1,0.1,0.416203,0.1,0.392314,10.0,0.1,10.0,10.0
2.48763,0.700102;0.1,0.182577,0.1,0.146803,0.521445,6.89173,0.76552,10.0,10.0,0.1
0.400124,0.703349;0.1,0.112497,0.232677,0.1,8.75615,0.480916,1.73582,10.0,10.0,0.261684
2.4976,0.701836;0.292398,1.59093,0.130882,10.0,0.3157,8.61526,0.619715,8.38166,10.0,0.197362
0.402095,0.707115;1.05367,0.1,0.1,0.1,10.0,0.322023,5.50489,10.0,0.380612,0.1
2.49669,0.706062;0.568596,1.83465,0.1,7.59533,0.291616,6.54769,0.15878,0.156926,4.02616,0.107849
0.40169,0.712519;1.48057,0.273096,1.43961,0.1,10.0,0.1,10.0,0.308916,10.0,10.0
2.50034,0.712989;0.1,0.200641,0.170944,0.1,0.705035,10.0,0.1,4.68182,9.53815,0.1
0.404592,0.716079;0.1,0.1,0.508234,0.848624,9.17714,0.1,0.1,3.09648,3.16227,0.200013
2.49794,0.716963;0.858915,2.65083,0.245842,0.582216,0.1,0.979367,6.11186,0.1,0.1,0.562781
0.40182,0.721767;0.1,0.1,0.139598,0.269432,10.0,0.170992,0.1,10.0,10.0,0.237933
2.49795,0.719317;4.5691,10.0,0.104338,0.122605,0.475321,0.281409,0.378797,4.74976,0.222656,0.1
0.403563,0.727257;0.1,0.1,0.124618,0.269432,10.0,0.170992,0.132892,10.0,10.0,0.237933
2.48695,0.727259;0.480414,0.856724,0.1,0.1,0.302387,10.0,0.133436,0.1,4.01125,0.151101
0.403528,0.732734;1.70979,0.1,0.1,0.240214,0.16299,1.08431,10.0,0.1,10.0,10.0
2.49983,0.730537;0.197148,1.59093,0.1,10.0,0.294555,9.61114,0.191387,0.1,6.57657,0.1
0.403899,0.739469;3.16259,0.1,0.1,0.1,10.0,0.1,10.0,0.1,10.0,10.0
2.49303,0.740303;0.1,0.196813,0.1,0.104118,0.528082,9.96199,0.172489,0.299407,10.0,0.1
0.403906,0.744008;0.1,0.1,0.1,0.134902,10.0,10.0,6.38193,10.0,10.0,0.12025
2.49726,0.741585;0.318251,1.59093,0.128865,10.0,0.314226,10.0,0.639956,0.146204,10.0,0.454263
0.404279,0.747647;1.38666,1.00981,0.1,0.1,0.26312,1.29559,10.0,9.33264,10.0,0.232032
2.49403,0.745206;0.568596,1.83465,0.1,9.49946,0.291616,8.72014,0.131997,0.172333,9.97968,0.1
0.403747,0.750864;1.70979,0.137429,0.140281,0.1,0.1,0.929158,10.0,0.1,10.0,10.0
2.49891,0.749812;0.251019,0.473279,0.119412,0.885008,0.390647,10.0,0.192391,4.53687,10.0,0.339073
0.401353,0.755511;10.0,0.977848,10.0,1.23849,0.442917,1.1308,10.0,0.1,4.7114,5.05722
2.49287,0.760696;0.1,0.228786,0.1,1.0935,0.504311,10.0,0.714221,0.1,9.33895,0.172074
0.403153,0.760657;10.0,0.977848,10.0,1.23038,0.442917,0.972007,10.0,0.1,4.7114,5.05722
2.50166,0.762481;1.25994,2.32467,0.1,0.488234,0.116743,10.0,0.573897,2.66672,2.08916,0.1
0.404714,0.769071;1.17262,1.19717,0.362996,0.1,0.26312,0.1,10.0,10.0,10.0,0.1
2.49168,0.768778;0.1,0.196458,0.157999,0.129422,0.1,7.64381,0.1,0.498366,7.66195,0.117427
0.404292,0.773965;1.74459,0.1,0.345636,0.104037,1.96723,0.1,10.0,0.1,10.0,10.0
2.49378,0.775826;0.64434,2.07369,0.1,10.0,0.712924,10.0,0.1,10.0,10.0,0.1
0.404295,0.775183;1.74459,0.1,0.345636,0.1,1.96723,0.1,10.0,0.1,10.0,10.0
2.5005,0.775433;0.1,0.210931,0.220929,0.1,0.1,10.0,0.242039,0.12192,10.0,0.691274
0.400536,0.783107;10.0,0.263909,2.64873,0.327214,10.0,10.0,0.1,0.1,0.1,0.120781
2.49647,0.78095;0.1,0.210931,0.220929,0.115024,0.1,10.0,0.216127,0.1,10.0,0.611406
0.400409,0.787689;1.38666,1.19717,0.37786,0.1,0.26312,1.29559,10.0,10.0,10.0,0.1
2.48685,0.785231;0.1,0.210931,0.220929,0.127441,0.1,10.0,0.216127,0.1,10.0,0.611406
0.400222,0.792282;1.38666,1.19717,0.362996,0.1,0.26312,1.29559,10.0,10.0,10.0,0.1
2.50273,0.792369;0.304627,0.586765,0.1,1.50101,0.1,10.0,0.108378,1.17497,10.0,0.1
0.404553,0.797131;1.38666,1.22532,0.362996,0.1,0.248945,1.29559,10.0,10.0,10.0,0.145478
2.49361,0.800285;0.106142,0.226218,0.1,0.635544,0.1,10.0,1.72563,0.1,10.0,0.361215
0.402716,0.803381;1.38666,1.19717,0.362996,0.147943,0.26312,1.29559,10.0,10.0,10.0,0.1
2.49828,0.804629;0.1,0.228786,0.1,0.857377,0.504311,10.0,0.1,0.1,10.0,0.311252
0.401703,0.805893;1.18969,0.264402,10.0,2.13036,10.0,0.1,5.69355,9.2585,0.1,0.106644
2.50314,0.808028;0.1,0.221855,0.199257,0.1,0.234074,10.0,0.242355,0.184346,7.66195,0.273433
0.404014,0.81423;4.29901,0.1,3.23716,0.182838,7.3413,0.1,3.33778,0.68198,1.62702,1.90566
2.50032,0.809313;0.1,0.221855,0.199257,0.104233,0.234074,10.0,0.242355,0.184346,7.66195,0.273433
0.400774,0.819581;10.0,0.263909,2.64873,0.775323,10.0,10.0,0.1,0.447648,0.1,0.120781
2.48555,0.820838;1.42626,2.87392,0.108776,1.56014,0.134295,10.0,0.1,0.1,1.5823,0.151106
0.403204,0.820012;10.0,1.26715,10.0,0.305132,0.1,0.985916,10.0,0.1,4.7114,5.09408
2.49209,0.823933;0.637017,2.07369,0.1,10.0,0.611611,10.0,0.154081,10.0,10.0,0.1
0.402124,0.828202;7.4659,0.325215,3.73128,0.773761,8.6647,10.0,0.1,0.472689,0.1,0.120781
2.48529,0.826384;0.637017,2.07369,0.1,10.0,0.611611,10.0,0.154081,10.0,10.0,0.138735
0.401334,0.832344;10.0,0.263909,2.64873,0.327214,10.0,10.0,0.1,0.447648,0.1,0.120781
2.49444,0.834058;1.42626,2.87392,0.108776,1.56014,0.1,10.0,0.1,0.1,1.5823,0.102552
0.401521,0.839146;10.0,0.263909,2.64873,0.1,10.0,10.0,0.1,0.447648,0.1,0.120781
2.50037,0.836385;0.318251,1.59093,0.128865,10.0,0.122889,8.61526,0.525661,0.329298,10.0,0.1
0.40414,0.842006;10.0,0.1,2.64873,0.1,10.0,10.0,0.1,0.425048,0.1,0.120781
2.50217,0.843435;0.1,0.221855,0.112425,0.439741,0.345695,10.0,0.1,0.1,10.0,0.1
0.402902,0.848032;10.0,0.1,2.64873,0.1,10.0,10.0,0.1,0.447648,0.1,0.120781
2.5009,0.845656;0.1,0.221855,0.1,0.439741,0.345695,10.0,0.238988,0.148787,10.0,0.1
0.40472,0.854992;3.16259,5.02261,3.50319,0.1,10.0,1.04113,5.6165,2.55955,10.0,0.1
2.489,0.854172;0.211679,0.443178,0.119412,0.797927,0.227322,10.0,0.192391,4.53687,10.0,0.339073
0.400757,0.855526;4.72043,0.1,10.0,1.29296,10.0,10.0,3.6379,0.1,6.1776,9.34221
2.48402,0.857805;1.24178,2.5891,0.1,0.1,0.108783,10.0,0.200369,0.1,1.27883,0.1
0.401973,0.861126;0.628401,0.960545,1.53974,0.887172,10.0,0.91988,6.0282,1.10813,5.72583,0.1
2.49453,0.866358;0.1,0.221855,0.1,0.193381,0.308103,10.0,0.129512,0.1,9.78482,0.1
0.403412,0.865454;0.1,0.1551,0.510083,0.1,10.0,0.1,0.1,0.100806,10.0,0.135123
2.49071,0.870117;0.1,0.221855,0.1,0.193381,0.308103,10.0,0.129512,0.415564,10.0,0.1
0.404147,0.874575;0.85275,0.596267,0.1,0.127828,10.0,4.31259,3.01166,10.0,0.253869,0.174132
2.49735,0.875489;0.1,0.317758,0.179777,2.30776,0.277929,10.0,0.183414,1.88845,9.78091,1.36081
0.404071,0.877101;2.35241,0.195459,0.736673,0.118387,10.0,0.181734,4.23303,0.142419,3.25446,4.09649
2.49563,0.880224;0.1,0.229483,0.142704,0.355825,0.285223,5.33754,0.1,7.4225,4.86009,0.1
0.40361,0.881101;1.38666,1.19717,0.110049,0.1,0.26312,1.71001,10.0,10.0,9.01342,0.192208
2.50063,0.882065;0.1,0.224288,0.1,0.1,0.1,10.0,0.714221,0.1,10.0,0.401783
0.402978,0.885834;0.1,0.164194,0.510083,0.1,9.24019,0.174839,0.931725,0.1,0.235348,0.1
2.49931,0.886705;0.74391,2.5891,0.162302,5.73944,0.443961,8.91819,0.255467,0.1,0.702565,0.1
0.401384,0.891907;0.1,0.164194,0.510083,0.1,9.24019,0.174839,0.931725,0.293572,7.32628,0.344393
2.50168,0.888911;0.118904,0.263089,0.1,0.326373,0.134584,10.0,0.389932,0.1,10.0,0.122225
0.400021,0.896761;10.0,0.483524,3.2275,0.1,0.247825,0.1,9.9229,0.1,4.7114,5.09408
2.49368,0.896462;0.1,0.224288,0.1,0.1,0.1,10.0,0.661984,0.214247,10.0,0.169171
0.402853,0.902057;10.0,0.651997,10.0,0.1,7.18975,0.1,7.11859,0.1,3.05614,3.62665
2.4893,0.902627;0.380693,2.3908,0.156865,0.34643,6.43337,0.709828,2.25679,0.248875,0.14274,1.61081
0.403934,0.908786;10.0,0.335588,0.295312,4.61508,0.1,0.1,10.0,0.146679,6.44811,9.47456
2.49576,0.910826;1.03867,2.65786,0.1,10.0,0.1,10.0,0.1,10.0,10.0,0.1
0.404758,0.911455;10.0,0.1,3.00949,0.1,10.0,10.0,0.126658,1.02901,0.1,0.1
2.49481,0.911214;1.03867,2.65786,0.1,10.0,0.1,10.0,0.1,10.0,10.0,0.105354
0.402458,0.916146;10.0,0.263909,0.1,0.327214,10.0,10.0,0.1,0.1,0.1,0.13702
2.50292,0.915872;0.141276,0.31717,0.1,0.157671,0.1,10.0,0.309775,0.1,8.25608,0.1
0.402072,0.920008;10.0,0.182139,0.1,0.1,10.0,0.884022,10.0,0.101225,6.6035,7.96135
2.49629,0.922239;0.1,0.339341,0.1,0.211481,0.1,10.0,2.27527,0.1,0.1,0.1
0.400917,0.928639;1.81437,0.1,0.1,0.333033,10.0,0.1,4.18044,10.0,0.380612,0.295674
2.49784,0.925057;0.117429,0.317758,0.179777,1.40162,0.153785,10.0,0.178851,1.88845,9.78091,1.84902
0.400635,0.934794;10.0,2.28589,0.1,2.80526,0.1,0.281565,10.0,0.1,6.28121,10.0
2.49666,0.93204;0.117429,0.317758,0.179777,1.40162,0.153785,10.0,0.1,1.88845,10.0,1.84902
0.401862,0.937188;10.0,0.756623,1.50188,0.162833,10.0,3.09618,10.0,0.164321,7.11808,9.4788
2.49839,0.939199;0.679983,1.74751,0.450073,0.48138,0.135922,10.0,0.412713,2.91193,1.30177,0.154383
0.401878,0.942552;10.0,0.125591,0.1,6.42707,0.322957,0.208291,10.0,1.40107,6.42184,10.0
2.49921,0.939955;3.7966,10.0,0.1,10.0,0.183314,10.0,0.1,0.1,0.652082,0.1
0.401255,0.946128;4.38511,0.1,0.1,10.0,1.76854,2.17615,0.114934,0.1,1.22632,1.44823
2.49937,0.947923;0.1,0.368874,0.1,0.666851,0.1,10.0,2.3081,0.652973,0.1,0.1
0.402577,0.954913;10.0,0.535548,0.568853,4.61508,0.1,0.428278,10.0,0.1,6.44811,10.0
2.49115,0.95566;0.1,0.287682,0.1,1.00329,0.39417,10.0,0.621699,0.1,4.49943,0.154202
0.400276,0.957858;10.0,0.535548,0.568853,4.61508,0.1,0.595372,10.0,0.1,6.44811,10.0
2.50021,0.958061;0.1,0.357661,0.196376,2.97384,0.1,10.0,0.1,0.1,10.0,0.1
0.404081,0.962724;4.72043,0.1,6.89323,0.802535,10.0,10.0,3.6379,0.1,6.1776,10.0
2.49333,0.965001;0.1,0.324117,0.200686,2.51648,0.1,10.0,0.1,0.515816,10.0,0.1
0.403602,0.966937;4.67775,0.22278,0.1,10.0,0.112,0.396785,0.126031,0.1,0.877261,0.392761
2.49597,0.964613;0.1,0.23295,0.1,0.213733,0.1,4.41215,0.1,6.524,4.66195,0.1
0.402771,0.971798;10.0,0.189808,1.50188,0.1,10.0,3.09618,10.0,0.1,7.11808,9.4788
2.50255,0.968635;1.27742,5.35428,0.1,0.1,0.126983,10.0,0.517821,0.1,0.165706,0.275544
0.403076,0.976225;10.0,0.110493,1.50188,0.1,10.0,3.09618,10.0,0.1,7.11808,9.4788
2.4918,0.97642;0.1,0.23295,0.102398,0.213733,0.1,4.09972,0.1,10.0,6.2177,0.309992
0.401892,0.981552;4.29901,0.16783,8.70479,0.1,6.84149,0.189617,3.33778,0.1,1.27071,1.73395
2.49751,0.983105;0.1,0.3257,0.1,2.42497,0.1,7.95346,0.334629,0.1,10.0,0.1
0.402915,0.988938;1.09597,0.189404,0.1,0.109973,8.64526,0.201368,0.1,2.33417,0.1,0.1
2.50233,0.98543;0.1,0.247639,0.1,0.495198,0.149674,10.0,0.162253,0.1,10.0,0.100129
0.403996,0.99361;3.30675,1.05865,3.44426,0.341291,10.0,0.1,10.0,1.32491,7.1042,10.0
2.49274,0.993677;0.1,0.263089,0.157675,1.12387,0.1,10.0,0.1,0.446276,10.0,0.1
0.403534,0.999322;2.69034,0.111419,1.08602,0.1,10.0,6.34394,1.87199,0.273331,6.1776,10.0
2.49574,1.00033;0.1,0.258039,0.142704,0.1,0.285223,5.33754,0.1,10.0,4.86009,0.1
0.40449,1.00378;2.35231,0.1,1.81521,0.173519,10.0,10.0,1.28086,0.556324,6.1776,10.0
2.50166,1.00107;0.1,0.258039,0.142704,0.355825,0.285223,5.33754,0.1,10.0,4.86009,0.1
0.403406,1.00531;3.16259,7.74216,3.50319,10.0,9.79087,10.0,0.1,0.1,0.1,0.1
2.49432,1.00634;0.389159,1.50264,0.1,8.36465,0.3157,10.0,0.619715,10.0,10.0,0.1
0.401856,1.01447;4.72043,0.1,2.88161,0.802535,10.0,10.0,3.6379,0.332453,6.1776,10.0
2.49035,1.01513;0.128881,0.326909,0.1,0.1,0.385659,10.0,0.204908,10.0,10.0,0.363453
0.402674,1.01594;0.718011,1.06285,0.1,0.1,10.0,0.847181,1.24132,10.0,10.0,0.348343
2.50286,1.01787;0.1,0.253148,0.1,0.222446,0.166274,10.0,0.1,2.2962,10.0,0.204516
0.402724,1.02099;1.86318,0.1,0.115681,0.1,10.0,0.86764,1.15922,3.9598,1.22467,2.03364
2.49541,1.02669;0.1,0.47378,0.1,3.01615,0.2062,10.0,0.533393,0.1,10.0,10.0
0.404136,1.02966;4.67775,0.187461,0.1,10.0,0.1,0.396785,0.1,0.1,0.63767,0.197608
2.49102,1.03052;0.1,0.47378,0.1,3.01615,0.2062,10.0,0.533393,0.181465,10.0,10.0
0.404938,1.03259;10.0,0.110493,1.50188,0.1,10.0,3.09618,10.0,0.1,7.11808,10.0
2.48627,1.03444;0.1,0.47378,0.1,3.01615,0.2062,10.0,0.516629,0.1,10.0,10.0
0.404362,1.03855;4.67775,0.187461,0.1,10.0,0.1,0.396785,0.1,0.1,0.616557,0.197608
2.49238,1.03974;0.389159,1.50264,0.1,8.36465,0.216218,10.0,0.619715,7.8956,10.0,0.1
0.404886,1.04018;10.0,10.0,0.1,0.1,0.1,0.1,4.98755,10.0,3.18189,0.121252
2.4866,1.04279;0.1,0.335708,0.156557,2.42704,0.14639,10.0,0.339754,2.68614,10.0,0.264386
0.40489,1.04523;10.0,10.0,0.1,0.1,0.1,0.1,4.98755,10.0,3.18189,0.1
2.49256,1.05162;0.1,0.25944,0.1,0.365612,0.1,10.0,0.106642,1.13637,10.0,0.313844
0.403145,1.05418;0.1,0.196939,0.510083,0.1,9.65591,0.373425,0.1,0.1,0.1,0.1
2.49877,1.05323;0.1,0.263089,0.1,0.635443,0.1,10.0,0.1,0.1,10.0,0.197585
0.403524,1.05977;1.82137,0.1,0.1,0.1,10.0,0.686579,1.41549,4.98261,1.22467,2.03364
2.50365,1.05516;0.143122,0.403981,0.1,0.1,0.127265,10.0,0.704451,0.1,3.59124,0.362583
0.401729,1.0648;4.47441,0.264402,1.04713,0.246722,10.0,0.1,0.1,2.66672,0.1,0.1
2.5002,1.05864;0.1,0.271656,0.125517,0.91686,0.130389,10.0,0.112918,2.06622,10.0,0.1
0.4046,1.06991;0.1,0.196939,0.510083,0.1,9.65591,0.1,0.109611,0.1,0.1,0.1
2.4835,1.06714;0.1,0.335708,0.156557,2.42704,0.1,10.0,0.45597,2.68614,10.0,0.1
0.403344,1.07129;0.1,0.196939,0.520158,0.1,10.0,0.1,0.1,0.1,0.205121,0.1
2.49653,1.07209;0.21651,0.557532,0.1,1.78129,0.128518,8.79551,0.1,10.0,10.0,0.1
0.404912,1.07823;0.90285,1.75367,1.53974,0.260006,10.0,0.32263,0.1,0.847846,8.87943,0.1
2.49315,1.07993;0.133917,0.389637,0.343838,0.418518,0.1,10.0,0.155455,10.0,6.66423,0.42843
0.404379,1.08086;4.47441,0.264402,1.44388,0.1,10.0,0.1,0.1,2.66672,0.1,0.1
2.48996,1.08433;0.1,0.271656,0.1,0.78397,0.1,10.0,0.390012,2.34822,10.0,0.1
0.403173,1.08637;10.0,0.1,10.0,1.74116,0.1,0.137712,10.0,0.566135,3.97538,5.88311
2.49281,1.0915;3.26308,10.0,0.1,0.1,0.1,10.0,0.116293,0.255699,0.291905,0.143328
0.401304,1.09497;0.1,0.195906,0.510083,0.1,10.0,0.1,0.341956,0.1,10.0,0.1
2.4897,1.09619;0.1,0.274988,0.157675,1.00216,0.109484,8.17456,0.1,10.0,10.0,0.221122
0.400477,1.0952;0.1,0.195906,0.510083,0.1,10.0,0.1,0.1,0.1,10.0,0.1
2.48976,1.10067;0.278243,0.82881,0.221841,0.232252,0.222185,10.0,0.1,0.168978,1.64939,0.11942
0.403535,1.10389;0.1,0.195906,0.510083,0.188489,10.0,0.21768,0.1,0.11215,7.84074,0.1
2.48566,1.10345;0.278243,0.82881,0.221841,0.232252,0.221388,10.0,0.1,0.168978,1.64939,0.11942
0.403196,1.10542;4.47441,0.264402,1.44388,0.1,10.0,0.1,0.1,2.66672,0.1,0.106644
2.48615,1.1084;0.1,0.279924,0.1,0.111092,0.1,10.0,0.208735,0.1,7.00918,0.471327
0.401041,1.11473;1.34827,0.1,0.163109,0.192805,7.90359,0.357576,0.344443,1.28594,0.1,0.200724
2.49764,1.11034;0.124512,0.368874,0.106595,0.296894,0.306833,10.0,0.1,0.509619,3.97903,0.148029
0.404375,1.1162;0.984655,0.1,0.1,0.1,10.0,9.8793,4.92658,10.0,0.1,0.1
2.49259,1.11842;0.1,0.301292,0.198889,0.1,0.1,10.0,0.1,0.107303,4.3113,0.1
0.402479,1.12083;0.156086,0.258039,0.1,0.1,10.0,2.47683,3.46738,10.0,4.86009,0.1
2.48693,1.12248;0.1,0.301292,0.198889,0.118942,0.1,10.0,0.1,0.130877,4.32692,0.1
0.4009,1.12957;0.132987,0.279756,0.516856,0.1,10.0,0.747215,0.162204,10.0,0.787141,0.1
2.49448,1.12957;0.1,0.279924,0.1,0.1,0.103545,10.0,0.1,0.1,7.00918,0.1
0.401067,1.13026;0.132987,0.279756,0.516856,0.10616,10.0,0.747215,0.162204,10.0,0.787141,0.1
2.50226,1.12783;0.1,0.317758,0.1,0.887453,0.1,10.0,0.444067,4.27682,9.88065,3.41281
0.402339,1.13934;0.1,0.205326,0.510083,0.1,10.0,0.1,0.302268,0.112006,4.32419,0.1
2.48371,1.13655;0.1,0.279924,0.1,0.111502,0.103545,10.0,0.1,0.1,7.00918,0.1
