pos,rho;ad,an,bd,bn,cd,cn,dd,dn,ed,en,fd,fn,gd,gn
2.30158,0.303107;10.0,4.10161,0.1,10.0,0.968555,0.1,0.196839,0.1,0.1,10.0,7.30366,10.0,8.83234,0.1
2.30477,0.300296;0.1,0.1,0.1,0.1,0.1,6.92476,10.0,0.240094,0.1,2.78002,0.1,0.843503,10.0,2.18555
2.31157,0.30307;0.1,0.1,0.10765,0.242834,0.1,0.1,0.1,0.149759,0.882593,2.33831,10.0,0.1,6.08185,10.0
2.31534,0.302117;0.103373,0.1,0.109044,0.728144,0.1,1.85134,0.137736,0.1,4.67458,0.39891,10.0,0.178991,0.1,0.129697
2.32621,0.302398;0.268092,0.149635,0.1,0.1,0.1,0.1,0.239228,0.1,8.46228,10.0,0.240085,10.0,10.0,0.1
2.33504,0.300876;10.0,5.40108,0.1,0.273043,0.1,2.55488,0.16118,8.2977,1.95855,10.0,4.74849,0.210505,10.0,0.947822
2.33132,0.30305;10.0,5.28713,0.1,8.74953,1.08898,9.98844,0.1,10.0,10.0,10.0,10.0,1.82963,10.0,0.125876
2.33394,0.302341;1.18978,1.26669,0.54303,6.02735,0.119045,6.03609,0.360654,0.285386,10.0,0.1,0.1,0.18057,10.0,0.198013
2.34935,0.30076;10.0,4.96568,0.1,7.35177,0.1,8.40994,0.812483,1.8147,0.1,0.116081,5.85699,10.0,10.0,0.1
2.34438,0.301445;10.0,5.28713,0.1,8.74953,1.08898,10.0,0.1,10.0,10.0,10.0,10.0,1.82963,10.0,0.1
2.35402,0.304292;10.0,3.74553,4.87103,1.34001,0.387509,10.0,0.286755,0.1,0.420305,0.1,10.0,0.362452,0.1,0.1
2.36022,0.302034;0.905868,0.720093,0.278532,2.73161,0.1,5.64678,0.132927,0.621584,10.0,0.171981,10.0,0.426639,0.172109,0.116225
2.36098,0.303045;0.1,0.1,0.127376,0.1,1.143,10.0,10.0,0.1,0.1,2.3706,6.4373,0.1,0.568097,0.1
2.36015,0.300708;0.1,0.358871,0.1,2.4054,1.37378,10.0,0.1,0.1,0.1,3.85448,0.1,10.0,10.0,0.1
2.37227,0.30109;10.0,3.74553,4.87103,1.56457,0.387509,10.0,0.224812,0.1,0.420305,0.19767,10.0,0.538992,0.1,0.1
2.37618,0.300847;0.1,0.1,0.492396,0.1,0.1,10.0,10.0,0.1,0.1,4.17106,0.11222,0.1,4.98431,0.1
2.37914,0.304048;0.109485,0.1,0.127431,0.1,1.15328,10.0,10.0,0.1,0.216689,0.1,0.598514,0.327671,10.0,0.1
2.38598,0.302704;0.109485,0.1,0.127431,0.1,1.15328,10.0,10.0,0.1,0.1,0.394032,3.76098,0.1,10.0,0.175123
2.39455,0.301428;0.109485,0.1,0.127431,0.1,1.15328,10.0,10.0,0.128487,0.1,0.1,3.76098,0.1,10.0,0.175123
2.39906,0.300621;10.0,3.74553,4.87103,1.56457,0.387509,10.0,0.224812,0.123422,0.420305,0.19767,10.0,0.466092,0.1,0.1
2.40275,0.303646;0.109485,0.100579,0.118767,0.1,1.15328,10.0,10.0,0.1,0.1,0.400843,2.31942,0.1,10.0,0.1
2.40496,0.302952;0.109485,0.100579,0.118767,0.1,1.15328,10.0,10.0,0.1,0.200356,0.1,1.40267,0.1,10.0,0.1
2.4214,0.303636;10.0,5.12856,0.172908,2.48575,0.1,10.0,1.1385,1.81175,0.1,6.52019,10.0,10.0,10.0,0.1
2.41953,0.304256;0.109485,0.1,0.123053,0.1,1.09715,10.0,10.0,0.1,0.1,0.1,7.51149,0.1,10.0,0.1
2.41913,0.304389;0.1,0.1,0.1,0.1,1.15328,10.0,10.0,0.1,0.145699,0.268979,0.1,0.1,10.0,0.782403
2.42987,0.304258;0.1,0.1,0.1,0.1,1.143,10.0,10.0,0.1,0.1,2.3706,10.0,0.1,0.47962,0.1
2.43432,0.30029;10.0,3.74553,4.87103,1.56457,0.387509,10.0,0.19517,0.101262,0.420305,0.19767,10.0,0.362452,0.1,0.1
2.43426,0.30204;0.1,0.1,0.1,0.1,1.15328,10.0,10.0,0.1,0.217115,0.1,0.1,0.1,10.0,0.782403
2.44067,0.300936;10.0,3.74553,4.87103,1.34001,0.387509,10.0,0.40958,0.1,0.420305,0.113012,10.0,0.1,0.1,0.1
2.44487,0.303697;0.109485,0.102935,0.1,0.1,1.15328,10.0,10.0,0.114817,0.219112,0.895475,0.51195,0.167714,10.0,0.1
2.4545,0.3012;0.1,0.1,0.1,0.1,1.143,10.0,10.0,0.1,0.1,2.3706,10.0,0.1,0.568097,0.1
2.45668,0.301055;0.109485,0.1,0.1,0.1,1.15328,10.0,10.0,0.1,0.315307,0.1,10.0,0.1,10.0,0.1
2.46189,0.300262;0.109485,0.1,0.1,0.1,1.15328,10.0,10.0,0.1,0.371368,0.1,10.0,0.1,10.0,0.1
2.4703,0.300694;0.1,0.1,0.1,0.1,0.164596,4.91061,10.0,9.54082,0.129182,6.30413,0.1,3.36268,1.94786,0.1
2.47245,0.304819;0.1,0.1,0.1,0.1,0.190351,4.91061,10.0,10.0,0.142319,6.92501,0.1,0.981721,2.50947,0.1
2.47747,0.304083;0.1,0.1,0.1,0.1,0.190351,4.91061,10.0,10.0,0.159376,6.92501,0.1,0.981721,2.50947,0.1
2.48085,0.303776;0.1,0.1,0.1,0.11743,0.190351,4.91061,10.0,10.0,0.121635,6.92501,0.1,0.619404,2.50947,0.1
2.49373,0.299523;8.69318,4.96568,0.1,0.924084,0.116971,10.0,0.812483,0.1,1.51989,10.0,10.0,10.0,10.0,0.466478
2.49188,0.302647;0.1,0.1,0.1,0.1,0.186958,4.91061,10.0,10.0,0.121635,6.92501,0.1,0.244997,2.50947,0.1
2.49809,0.301449;0.1,0.1,0.1,0.11743,0.190351,4.91061,10.0,10.0,0.121635,6.92501,0.1,0.244997,2.50947,0.1
0.404613,0.305533;10.0,0.119933,0.1,0.115345,10.0,0.7831,0.458617,0.339106,0.1,0.1,10.0,0.370467,3.90781,1.44196
1.66809,0.308438;10.0,1.85447,10.0,8.85317,0.1,0.279236,0.1,10.0,0.373572,10.0,10.0,0.640438,10.0,0.101509
1.94023,0.307577;0.301493,0.184693,0.261752,0.1,0.211448,7.60428,10.0,2.40679,0.425773,0.1,0.1,0.333916,10.0,0.1
2.49614,0.307926;0.1,0.1,0.1,0.1,0.190351,4.91061,10.0,10.0,1.51309,10.0,0.1,10.0,10.0,0.1
0.404924,0.314993;10.0,0.8114,1.69943,0.1,2.68956,1.32915,0.1,0.1,8.76992,0.1,10.0,0.1,5.67025,2.96493
2.1781,0.31405;10.0,10.0,0.480027,0.440455,0.1,10.0,2.66791,1.51383,0.1,0.129446,0.136719,10.0,9.90447,5.47628
2.49247,0.313838;0.1,0.1,0.1,0.137649,0.137505,4.91061,10.0,10.0,1.92583,10.0,0.1,10.0,10.0,0.1
0.402074,0.314795;10.0,0.1,10.0,10.0,0.125322,10.0,0.510608,0.1,0.1,0.1,6.35607,0.1,10.0,0.426988
2.50486,0.318254;0.103373,0.107468,0.1,0.728144,0.1,1.75232,0.1,1.1921,4.67458,0.39891,10.0,0.178991,0.1,0.1
0.40366,0.324403;0.45296,0.116106,0.1,0.1,0.428892,0.304617,3.30086,0.236866,10.0,0.578448,0.1,2.16983,10.0,0.287025
2.49493,0.322116;0.1,0.1,0.1,0.1,0.894847,10.0,10.0,0.1,1.05476,0.1,1.40383,0.105894,10.0,0.1
0.40396,0.326758;10.0,0.159165,1.80302,0.268351,1.55663,0.1,0.298178,0.1,10.0,0.237125,0.929526,0.226251,0.765685,0.393269
2.50065,0.325888;0.1,0.1,0.1,0.1,0.894847,10.0,10.0,0.608476,0.1,0.1,10.0,0.11701,10.0,0.1
0.404658,0.330179;0.45296,0.116106,0.1,0.1,0.428892,0.304617,2.05517,0.236866,10.0,0.578448,0.218733,2.16983,10.0,0.287025
2.49877,0.334178;0.1,0.1,0.232594,0.1,0.1,10.0,10.0,0.1,10.0,2.76731,2.05454,0.1,9.85168,0.26719
0.401467,0.337792;5.77755,0.1,0.468361,10.0,0.277955,1.66442,10.0,0.1,10.0,0.199215,0.22587,0.204969,10.0,0.433346
2.50128,0.338372;0.1,0.1,0.1,0.1,0.521734,10.0,10.0,0.221945,10.0,0.250087,10.0,0.155083,10.0,0.502472
0.402746,0.343702;0.45296,0.116106,0.1,0.1,0.428892,0.304617,2.05517,0.236866,10.0,0.578448,0.218733,2.16983,10.0,0.1
2.49936,0.342166;0.1,0.1,0.1,0.102545,0.521734,10.0,10.0,0.589633,10.0,0.1,10.0,0.125871,10.0,0.392469
0.401197,0.349356;4.32721,0.1,0.1,0.1,10.0,0.203742,0.1,0.1,0.1,0.110837,10.0,0.417004,3.9074,1.54645
2.49837,0.349198;5.02288,4.93223,0.1,8.8825,0.346228,10.0,0.1,0.1,10.0,10.0,0.1,1.68939,1.08995,0.1
0.401985,0.354288;0.1,0.1,0.145507,0.203605,10.0,6.23959,1.71979,0.1,0.1,0.1,0.370622,0.1,0.1,0.1
2.50192,0.351992;10.0,10.0,0.1,10.0,0.1,0.1,0.1,0.1,0.1,10.0,3.99945,0.1,0.1,0.1
0.400792,0.358598;0.564877,0.426807,1.1123,0.1,10.0,1.84263,5.47881,0.1,0.1,0.1,0.1,10.0,4.92893,0.122314
2.48698,0.357145;5.02288,4.93223,0.169863,10.0,0.410967,10.0,0.1,0.451583,10.0,10.0,0.260366,1.68939,1.59717,0.1
0.40009,0.363592;3.46695,1.92592,0.581106,0.1,8.96287,0.1,0.115945,0.1,0.1,2.7929,0.127295,0.1,10.0,0.207111
2.50699,0.359686;10.0,10.0,3.24933,10.0,0.507425,10.0,1.82927,10.0,2.68254,0.585766,0.161327,10.0,7.23148,2.33889
0.403107,0.365516;1.41675,0.884355,1.25758,0.1,10.0,0.1,0.1,1.02867,0.515712,2.43298,0.20417,0.1,7.99486,0.171772
2.49168,0.368348;10.0,8.83825,0.1,0.1,0.1,10.0,2.5016,9.52778,0.1,10.0,10.0,0.1,0.1,0.1
0.402419,0.371465;3.46695,1.92592,0.576018,0.213078,8.96287,0.1,0.21662,0.1,0.537979,2.7929,0.1,0.1,10.0,0.1
2.49721,0.372216;10.0,10.0,3.24933,10.0,0.183291,10.0,0.1,10.0,2.68254,0.585766,2.71101,10.0,7.23148,2.33889
0.400663,0.37535;2.56599,1.82081,2.12603,0.11065,10.0,0.465621,0.190563,0.1,5.45024,6.66036,10.0,0.1,10.0,0.669125
2.48133,0.376034;2.30629,6.09611,0.191771,0.1,10.0,0.185229,0.1,4.40146,0.1,0.1,10.0,0.194469,0.1,0.479427
0.403071,0.382728;0.1,0.102493,0.115229,0.198664,10.0,6.29595,1.71979,0.1,0.1,0.120118,0.417241,0.1,0.1,0.1
2.48642,0.384415;0.1,0.1,0.1,0.367848,0.1,1.85134,0.303564,0.37144,0.1,2.27861,10.0,0.178991,0.460316,0.129697
0.401403,0.388984;4.87359,0.1,2.19033,10.0,10.0,10.0,10.0,0.112719,10.0,10.0,10.0,0.2504,10.0,5.59011
2.49768,0.386774;2.17169,1.43549,0.157816,1.79644,0.102387,0.120711,0.242133,10.0,0.127307,0.1,10.0,10.0,7.21199,0.170616
0.404427,0.391254;0.145396,0.1,0.62166,0.14287,10.0,0.138733,0.10996,0.204589,0.147398,0.1,1.83232,0.1,10.0,0.1
2.49659,0.394846;0.109485,0.127468,0.127431,0.1,0.1,10.0,10.0,0.1,0.1,0.382172,0.1,0.202827,10.0,0.1
0.404988,0.397478;10.0,10.0,0.1,10.0,0.1,4.67976,10.0,0.1,0.1,8.90753,0.106244,10.0,10.0,10.0
2.49571,0.395012;0.109485,0.127468,0.127431,0.1,0.1,10.0,10.0,0.1,0.1,0.382172,0.1,0.275157,10.0,0.1
0.403806,0.400217;0.14185,0.1,0.62166,0.14287,10.0,0.111986,0.1,0.190121,0.147398,0.1,1.83232,0.12678,10.0,0.1
2.48652,0.404725;6.29243,10.0,0.1,10.0,0.649766,10.0,0.1,0.38283,5.11579,10.0,0.1,0.1,0.530236,0.307448
0.404679,0.406775;10.0,10.0,0.1,10.0,0.1,4.67976,10.0,0.100509,0.1,9.54107,0.15807,10.0,10.0,10.0
2.49921,0.407742;10.0,10.0,1.60717,0.127231,0.1906,3.48863,10.0,10.0,1.51213,1.43924,0.213057,10.0,1.68086,0.1
0.404255,0.414365;10.0,10.0,0.1,10.0,0.1,4.67976,10.0,0.1,0.1,10.0,0.170644,10.0,10.0,10.0
2.48744,0.411921;0.769949,0.701804,0.183588,0.1,0.859587,10.0,0.95943,0.36742,0.1,0.234148,10.0,0.391646,10.0,0.1
0.401999,0.417072;10.0,10.0,0.1,10.0,0.1,4.67976,10.0,0.1,0.1,10.0,0.1,10.0,10.0,10.0
2.49771,0.418078;10.0,10.0,10.0,10.0,0.979896,1.04123,0.152049,10.0,0.1,0.126953,10.0,0.1,0.1,0.197368
0.400569,0.423921;4.87359,0.192671,2.19033,10.0,10.0,10.0,0.224635,0.1,10.0,6.17873,10.0,0.293932,10.0,2.54701
2.49541,0.424649;10.0,10.0,10.0,10.0,0.1,0.1,0.1,10.0,0.114654,0.128443,10.0,0.1,0.1,0.197368
0.403277,0.42656;4.87359,0.162956,2.19033,10.0,10.0,10.0,0.1,0.1,10.0,6.17873,10.0,0.2504,10.0,2.54701
2.49083,0.427472;6.87323,6.7997,0.1,4.04399,0.279987,10.0,1.66038,0.1,0.576219,3.47051,0.186948,0.123517,1.0394,0.1
0.401066,0.430764;0.202567,0.1,0.275719,0.136532,0.158753,0.1,4.82909,0.126805,4.5887,3.04417,0.246563,0.1,9.10431,0.1
2.49488,0.432658;10.0,10.0,0.506868,10.0,0.1,0.1,0.213224,0.1,0.1,10.0,1.78351,2.39257,2.89703,1.0618
0.400515,0.437689;0.1,0.1,0.486431,0.122599,5.42505,0.514668,2.51805,0.172466,0.1,0.158894,0.1,0.1,10.0,6.76965
2.4928,0.438677;0.119432,0.1,0.1,0.1,0.18127,1.37038,0.1,0.331976,0.1,10.0,10.0,0.1,10.0,0.1
0.402826,0.443226;4.33756,0.1,0.215392,10.0,0.1,0.687406,9.51003,3.46048,10.0,0.390993,0.1,0.404703,10.0,3.88993
2.49278,0.440968;0.119432,0.1,0.1,0.20214,0.18127,1.37038,0.109145,0.331976,0.1,10.0,10.0,0.1,10.0,0.1
0.404237,0.449583;10.0,0.1,2.88572,0.916489,10.0,10.0,10.0,0.1,9.38881,0.1,0.321871,3.73058,0.999226,0.235782
2.49241,0.448516;0.595016,0.980269,0.119968,0.1,0.1,3.27402,0.1,5.92081,5.69619,0.1,0.138991,10.0,0.456478,0.1
0.402041,0.451273;0.11734,0.103922,0.62166,0.1,10.0,0.424761,4.7539,0.499183,3.32565,0.1,0.151672,0.844331,10.0,0.728575
2.49435,0.450991;0.443321,0.720093,0.1,2.64945,0.97229,10.0,0.624648,0.155473,10.0,0.1,0.1,0.156383,0.172109,0.1
0.404207,0.45843;10.0,0.1,0.1,0.1,10.0,0.839562,0.312966,0.112776,0.763949,0.1,9.37856,0.1,3.9074,2.09625
2.499,0.455013;0.1,0.215008,0.1,1.80166,0.106233,3.50764,0.258784,0.102908,9.37098,0.1,0.847583,0.1,3.50594,0.1
0.400132,0.463396;0.11734,0.1,0.688396,0.177188,10.0,0.1,10.0,0.602046,10.0,0.144645,0.124555,0.1,3.91438,0.1
2.49835,0.464682;0.1,0.215008,0.1,1.80166,0.1,3.50764,0.258784,0.1,9.37098,0.109497,0.1,9.74611,10.0,0.1
0.402843,0.469464;0.11734,0.1,0.62166,0.1,10.0,0.21943,10.0,0.499183,10.0,0.144645,0.18294,0.1,7.54443,0.1
2.49615,0.465167;0.1,0.215008,0.1,1.80166,0.1,3.50764,0.258784,0.1,9.37098,0.1,0.1,10.0,10.0,0.1
0.403084,0.471543;0.11734,0.1,0.62166,0.1,10.0,0.183948,10.0,0.1,0.1,0.1,0.195666,0.1,10.0,0.1
2.49591,0.473848;5.02288,7.68558,0.1,4.07622,0.553891,10.0,0.1,0.1,1.24182,0.726647,0.448936,2.6147,0.979415,0.509917
0.403228,0.479322;0.119294,0.103922,0.62166,0.1,10.0,0.18551,8.66779,0.499183,10.0,0.434029,0.1,0.1,7.27862,0.107347
2.49189,0.476037;0.1,0.139267,0.214107,0.1207,0.1,7.60428,2.4922,2.28732,10.0,0.1,0.1,0.1,2.24645,0.223134
0.402611,0.484264;0.11734,0.103922,0.62166,0.1,10.0,0.18551,8.66779,0.499183,10.0,0.434029,0.1,0.844331,10.0,0.189532
2.50004,0.481777;0.1,0.139267,0.190718,0.1,0.135628,7.60428,2.4922,2.28732,10.0,0.1,0.1,0.130926,1.33977,0.111236
0.40226,0.485204;0.11734,0.103922,0.62166,0.1,10.0,0.183948,8.66779,0.499183,10.0,0.126054,10.0,0.1,10.0,0.189532
2.496,0.488435;0.1,0.129075,0.1,0.290637,0.290738,4.9709,0.1,0.1,10.0,6.81595,0.1,0.1,8.72955,0.4934
0.40063,0.494349;0.1,0.1,0.454728,0.1,1.58694,0.1,10.0,0.250129,10.0,0.223892,0.1,0.1,4.81502,0.337475
2.50013,0.492572;0.1,0.182149,0.1,1.38084,0.345107,10.0,10.0,10.0,0.1,0.521571,0.1,0.1,7.62136,0.1
0.402825,0.495498;0.109459,0.1,0.561714,0.132775,10.0,0.340158,1.64949,0.190705,0.158961,0.643628,10.0,0.158296,1.93888,0.1
2.49103,0.495013;0.1,0.182149,0.1,1.38084,0.345107,10.0,10.0,10.0,0.135553,1.17993,0.1,0.1,7.62136,0.1
0.401568,0.50191;4.95637,0.12681,0.1,10.0,2.56459,0.1,10.0,10.0,0.1,0.13818,0.804121,0.164991,10.0,5.1842
2.48623,0.504786;0.425887,0.317416,0.142816,0.442094,0.103677,0.1,0.343815,0.1,0.1,10.0,0.1,0.1,10.0,0.111438
0.402139,0.508718;4.00162,0.197162,1.32014,10.0,10.0,10.0,0.1,0.1,10.0,4.46827,0.1,0.1,10.0,4.44001
2.50422,0.508096;0.1,0.152399,0.131441,0.1,0.162098,7.60428,2.13234,1.16153,10.0,0.1,0.1,0.1,1.13934,0.252832
0.403814,0.511428;0.1,0.1,0.62166,0.1,10.0,0.1,10.0,0.378275,0.1,0.245686,0.664129,1.69051,0.581261,0.1
2.49701,0.515188;0.1,0.1,0.192936,0.391305,0.1,0.1,0.135601,10.0,3.59075,2.89851,10.0,0.319857,7.18483,0.1
0.401475,0.515201;3.71457,0.1,1.26992,10.0,10.0,10.0,0.325803,0.1,10.0,4.46827,6.37675,0.1,5.94309,4.44001
2.49518,0.515802;0.1,0.1,0.192936,0.391305,0.1,0.1,0.13424,10.0,3.59075,2.89851,10.0,0.319857,7.18483,0.1
0.402916,0.524396;8.07093,0.163791,1.76968,10.0,10.0,10.0,4.52298,0.413345,10.0,0.1,10.0,5.12267,10.0,10.0
2.49605,0.524182;0.1,0.152399,0.131441,0.1,0.164684,10.0,5.11112,2.86096,10.0,0.1,0.18419,0.1,1.13934,0.1
0.404353,0.52879;8.07093,0.1,1.76968,10.0,10.0,10.0,4.52298,0.413345,10.0,0.1,10.0,5.12267,10.0,10.0
2.49071,0.529404;0.415662,0.420024,0.154823,0.1,0.1,3.3304,0.1,0.162911,0.759413,0.806591,0.73889,10.0,10.0,0.137074
0.401117,0.53188;0.261471,0.268564,0.268532,0.1,10.0,4.14181,3.75657,0.192688,0.174945,2.69011,2.18488,0.706571,0.502058,0.1
2.48834,0.536147;0.415662,0.420024,0.207466,0.1,0.1,2.21085,0.1,0.134321,0.759413,1.12211,0.73889,10.0,6.05926,0.148438
0.403158,0.53591;8.07093,0.1,1.76968,10.0,10.0,10.0,4.52298,0.413345,10.0,0.122929,2.45464,5.12267,10.0,10.0
2.49933,0.538467;0.1,0.182149,0.1,1.38084,0.1,10.0,10.0,10.0,4.84425,2.24044,0.517529,0.115871,10.0,0.1
0.40123,0.542389;0.276339,0.1,0.1,0.1,10.0,10.0,0.1,0.1,10.0,0.65658,1.17861,1.80513,0.1,0.110104
2.49672,0.544054;0.1,0.129075,0.1,0.290637,0.1,4.9709,0.1,0.1,10.0,6.81595,5.77416,0.1,10.0,0.1
0.404376,0.547382;10.0,0.64342,0.1,9.44324,10.0,10.0,10.0,0.1,5.53477,0.172927,1.62533,8.45725,1.36077,0.178775
2.49187,0.549377;0.1,0.1,0.1348,0.320161,0.347735,0.261137,0.1,4.88849,0.106778,0.1,0.36758,1.45707,7.95785,0.1
0.401265,0.554357;0.1,0.1,0.486431,0.1,8.56325,0.1,0.1,0.1,0.1,0.795706,5.32142,0.1,4.71394,0.1
2.49399,0.551697;0.1,0.215654,0.1,1.66799,0.110659,10.0,10.0,10.0,0.1,9.27139,2.16091,0.269408,10.0,1.13791
0.40103,0.55596;0.1,0.1,0.621396,0.65966,10.0,0.1,1.60015,10.0,10.0,0.1,2.55962,0.505289,10.0,1.72936
2.49853,0.555512;0.70323,0.950085,0.421671,0.187032,0.1,5.49522,0.302633,1.98047,0.132075,0.1,2.42266,0.1,0.502265,0.1
0.401371,0.561634;0.1,0.1,0.515613,0.1,10.0,0.1,0.187336,0.1,0.1,0.116541,10.0,0.207123,10.0,0.1
2.49125,0.562727;10.0,10.0,0.1,1.01506,0.519728,10.0,1.97054,0.1,0.1,10.0,0.111298,0.905335,2.50622,0.1
0.401404,0.569671;0.1,0.1,0.145507,0.406466,10.0,4.97254,4.77845,0.1,0.1,0.1,0.735557,0.1,0.1,0.1
2.47802,0.568037;10.0,10.0,0.107937,1.60845,0.519728,10.0,1.97054,0.1,0.1,10.0,0.1,0.905335,2.50622,0.1
0.404449,0.573835;0.1,0.1,0.294616,0.1,3.52979,0.126138,0.1,0.1,0.1,0.425037,9.49881,0.1,10.0,0.1
2.49973,0.573765;10.0,10.0,1.96062,10.0,0.1,10.0,0.1,10.0,0.1,3.31555,0.114147,8.94985,10.0,0.730812
0.400943,0.578634;0.1,0.1,0.353378,0.1,10.0,0.178086,0.607708,10.0,0.744703,7.09509,0.1,0.1,10.0,0.509413
2.48511,0.580186;10.0,10.0,0.1,0.1,0.290576,10.0,0.1,0.1,0.266175,10.0,0.109854,0.143528,3.72042,0.244756
0.40403,0.583613;0.1,0.1,0.409731,0.1,10.0,0.344105,0.1,4.22091,6.82784,0.1,10.0,0.600994,10.0,0.1
2.50088,0.584708;0.1,0.166379,0.225003,0.1,0.18706,10.0,4.9791,9.96528,10.0,10.0,4.67463,0.981721,10.0,0.278265
0.403894,0.58689;0.1,0.1,0.400032,0.1,10.0,0.261137,0.1,4.88849,0.1,0.1,0.36758,0.1,10.0,0.1
2.49758,0.589872;0.1,0.169411,0.225003,0.1,0.155251,10.0,4.9791,9.96528,10.0,10.0,4.67463,0.981721,10.0,0.529671
0.40462,0.592849;0.1,0.1,0.204413,0.1,4.10772,0.752018,0.1,0.1,4.11326,0.1,0.1,4.90384,4.44651,0.1898
2.49461,0.591631;0.1,0.169411,0.225003,0.1,0.147518,10.0,4.9791,10.0,10.0,9.5707,4.67463,0.981721,10.0,0.529671
0.403534,0.595203;6.05412,0.159165,1.80302,0.1,1.55663,0.1,0.298178,0.180507,8.66239,0.237125,0.929526,0.141799,0.765685,0.683365
2.48805,0.595701;10.0,10.0,0.208888,7.75437,0.1,10.0,0.1,10.0,0.144957,0.1,0.1,10.0,10.0,0.49207
0.401315,0.604789;10.0,1.30368,0.337322,10.0,3.63251,3.21649,0.1,0.375257,0.1,0.1,0.1,0.1,0.1,0.1
2.49087,0.603652;0.204811,0.479797,0.171286,2.27432,0.1,3.19041,0.1,0.216628,1.18565,0.206726,0.534473,10.0,4.93438,0.136425
0.402843,0.608941;6.36797,6.09611,0.385803,0.286642,10.0,0.1,0.164443,0.327049,0.1,3.77756,0.1,0.12614,4.45967,0.509283
2.49093,0.60918;10.0,8.7736,0.182562,10.0,0.1,0.178508,0.1,0.1,0.179401,10.0,0.1,2.92696,3.38416,0.1
0.401457,0.613704;0.106593,0.1,0.823338,0.975991,7.72579,0.1,0.782265,0.14257,5.45024,0.1,9.46064,0.377429,0.129169,0.1
2.49379,0.611449;10.0,8.97224,0.66513,10.0,0.125238,0.259069,0.362391,0.1,0.247794,10.0,0.135634,3.01154,2.89703,0.10892
0.40489,0.615908;0.1,0.1,0.823338,0.913205,10.0,0.11953,0.782265,0.1,6.73673,0.1,9.52023,0.671889,0.1,0.1
2.49463,0.618496;10.0,10.0,0.1,5.21016,0.380062,10.0,0.1,10.0,0.228602,4.36869,0.234344,8.94985,10.0,0.153025
0.401296,0.624343;0.1,0.1,0.823338,0.913205,10.0,0.1,0.594003,0.133817,10.0,0.1,9.52023,0.558766,0.1,0.1
2.49144,0.625285;10.0,10.0,0.1,5.21016,0.118701,10.0,0.1,10.0,0.1,3.31555,0.125552,8.94985,10.0,0.1
0.402483,0.625195;0.1,0.1,0.823338,0.913205,10.0,0.118697,1.10338,0.133817,10.0,0.1,10.0,0.558766,0.1,0.1
2.48808,0.62673;10.0,10.0,0.1,5.21016,0.118701,10.0,0.1,10.0,0.1,3.31555,0.114147,8.94985,10.0,0.1
0.400269,0.634245;0.1,0.1,0.852768,0.863789,10.0,0.1,10.0,0.880171,0.139331,0.1,0.558852,0.222006,10.0,0.157163
2.50255,0.631345;0.1,0.232741,0.1,0.1,0.1,10.0,4.9791,10.0,10.0,10.0,2.70995,0.981721,0.1,0.1
0.400117,0.637163;0.1,0.1,0.852768,0.863789,10.0,0.1,9.41493,0.342672,0.139331,0.1,0.558852,0.222006,10.0,0.1
2.51425,0.635452;10.0,10.0,0.1,0.358408,0.1,1.88512,0.15352,7.744,0.1,10.0,0.1,0.1,4.18982,0.1
0.404872,0.640295;0.1,0.1,0.1,0.1,10.0,3.38417,10.0,0.323361,0.1,10.0,0.1,1.43363,10.0,0.773935
2.49231,0.642387;0.228379,1.26669,0.1,10.0,0.142333,10.0,3.69226,0.602642,10.0,0.1,0.1,2.62869,7.1095,0.13505
0.401994,0.64604;10.0,0.227393,0.242144,0.1,5.19081,0.1,6.98536,0.1,10.0,0.143819,0.651565,0.1,0.1,0.1
2.49579,0.646231;0.280993,0.449284,0.1,0.1,0.640871,10.0,0.198832,5.19011,10.0,10.0,10.0,0.110977,0.812629,0.1
0.40205,0.654318;10.0,0.227393,8.97103,0.1,8.21119,0.1,8.12603,0.1,10.0,0.1,0.651565,0.1,0.1,0.1
2.47557,0.654233;0.228379,1.3271,0.1,10.0,0.142333,10.0,3.69226,0.602642,6.5314,0.1,0.1,2.62869,7.1095,0.13505
0.402973,0.655883;0.1,0.1,0.222464,0.143371,10.0,0.130766,0.1,10.0,0.1,0.1,0.1,9.14075,9.84257,0.1
2.49433,0.657366;10.0,10.0,0.1,0.1,0.4889,1.88512,0.1,10.0,0.1,10.0,0.1,10.0,9.38831,0.1
0.402458,0.663212;1.31333,0.1,10.0,0.1,0.712154,10.0,10.0,6.04837,10.0,0.1,10.0,7.92701,0.1,0.1
2.50249,0.663922;0.926443,0.894699,0.642774,2.87394,0.119507,0.1,0.245992,0.257146,0.203798,10.0,0.1,0.156309,3.55659,0.1
0.404535,0.66916;10.0,1.59928,0.1,0.626428,0.1,1.80223,10.0,0.1,0.1,2.00188,9.74231,0.136663,5.3591,5.67475
2.49524,0.666582;4.20987,5.51695,0.1,10.0,0.109342,0.1,0.21194,0.145222,1.48149,10.0,0.1,0.1,0.947149,0.1
0.400983,0.670059;10.0,0.120437,0.173955,0.1,10.0,10.0,10.0,1.66953,0.239948,0.13587,10.0,0.793176,9.00342,8.02363
2.48605,0.675366;9.02155,10.0,0.1,9.71304,0.1,9.25868,1.9107,8.13864,0.1,10.0,0.1,7.85716,8.71129,0.157517
0.402245,0.679139;0.1,0.1,0.1,0.1,8.34339,0.1,0.1,10.0,0.1,0.1,10.0,0.857615,10.0,0.320691
