pos,rho;ad,an,bd,bn,cd,cn,dd,dn,ed,en,fd,fn,gd,gn
1.0846,1.69553;0.777102,0.1,0.188847,0.332141,0.1,10.0,0.1,0.132338,1.64446,0.1,10.0,0.783173,0.1,0.197422
1.08504,1.69762;5.04952,0.2794,0.1,0.1,0.1,0.1,0.1,10.0,0.1,0.148385,0.158899,0.1,2.64384,0.105142
1.09339,1.69618;0.315315,0.334506,0.1,0.198832,1.16568,10.0,0.133663,10.0,10.0,3.65087,0.172755,2.95678,5.65448,4.19323
1.09559,1.69604;10.0,0.1,0.1,0.1,0.146684,10.0,0.125378,10.0,0.1,0.249175,1.22265,10.0,10.0,0.549122
1.10235,1.69496;0.964216,0.317416,0.1,0.1,0.1,10.0,0.1,0.1,0.338865,0.1,10.0,10.0,10.0,5.22518
1.10733,1.6969;0.569426,0.29196,2.1809,0.1,0.1,0.1,1.24405,10.0,0.128596,7.22795,2.77089,0.12134,1.96408,0.1
1.11295,1.69872;0.1,0.1,0.1,0.580396,1.36413,10.0,0.768456,10.0,10.0,10.0,0.1,0.1,6.30435,1.26406
1.1168,1.69516;2.25637,0.768187,1.02343,0.1,0.1,0.77055,0.122182,0.157892,0.726106,10.0,0.362098,10.0,10.0,0.812654
1.12131,1.69995;0.216448,0.1,0.272866,0.187365,0.1,10.0,0.172224,2.21401,10.0,0.1,8.78174,0.123114,10.0,2.60445
1.12657,1.69715;0.165022,0.1,0.340895,0.573932,0.433983,5.11308,0.1,0.179004,0.176595,0.1,0.143399,9.12813,6.49851,1.57271
1.13307,1.69781;0.445675,0.171052,0.130251,0.221091,0.799552,10.0,0.607708,10.0,10.0,0.1,0.232073,0.1,10.0,0.509413
1.13735,1.69597;2.15695,0.768187,0.666878,0.1,0.1,1.3981,0.103502,0.128476,0.79768,10.0,0.575006,10.0,10.0,0.812654
1.14038,1.6988;10.0,1.68749,10.0,10.0,0.1,10.0,0.490025,0.305456,0.1,7.35025,1.09537,0.1,0.1,0.1
1.14526,1.70094;3.18848,0.24499,0.586297,2.61121,0.1,0.1,0.1,0.173863,0.765143,7.97566,0.315522,0.1,1.70793,0.1
1.15324,1.69669;10.0,10.0,0.1,5.37105,0.163163,10.0,0.283539,0.149371,0.105855,0.321697,0.240284,10.0,6.54081,10.0
1.15864,1.69478;0.389208,0.165237,0.125546,0.1,0.120881,0.1,0.1,5.29482,5.26667,9.73224,0.159583,10.0,10.0,0.1
1.16417,1.6956;10.0,0.1,0.397734,6.45693,0.175888,10.0,0.1,10.0,0.128252,0.1,0.137195,10.0,10.0,0.975422
1.16794,1.69857;0.49944,0.1,0.401212,0.533894,0.347735,0.106465,0.228685,4.88849,0.165692,0.446464,0.1,4.07212,3.95585,0.174695
1.1731,1.69984;10.0,0.1,0.199984,8.41265,0.548181,10.0,0.258154,0.155916,0.105855,1.22473,0.240284,10.0,10.0,10.0
1.17894,1.69703;10.0,0.1,0.1,8.16318,0.1,10.0,0.125378,10.0,0.147226,0.1,0.218598,10.0,10.0,0.549122
1.17933,1.69993;10.0,0.139297,0.199903,8.16318,0.1,10.0,0.1,10.0,0.147226,0.1,0.102388,10.0,10.0,0.58177
1.18544,1.69798;0.383893,0.1,0.1,0.398926,0.1,0.366113,0.1,0.120301,0.1,3.82108,0.174112,10.0,10.0,0.812654
1.19053,1.69662;10.0,0.1,0.143351,10.0,0.142387,10.0,0.445634,10.0,0.103889,0.170147,0.288362,10.0,10.0,1.68036
1.1976,1.6973;10.0,0.1,0.1,10.0,0.182523,10.0,0.1,1.05458,0.211985,10.0,0.5335,10.0,10.0,0.1
1.20372,1.69594;0.198261,0.139766,0.462779,0.316622,0.1,10.0,2.70278,7.88169,0.786899,0.100827,10.0,10.0,10.0,0.1
1.20854,1.69885;0.283994,0.191877,0.1,0.1,0.640871,10.0,0.1,5.19011,10.0,10.0,10.0,0.16383,0.812629,0.1
1.21145,1.69705;0.280993,0.191877,0.1,0.1,0.640871,10.0,0.1,5.19011,10.0,10.0,10.0,0.110977,0.812629,0.1
1.21899,1.69931;7.92219,0.1,0.1,10.0,0.401509,0.1,0.809999,0.173863,0.120661,10.0,0.166366,2.67074,2.94712,0.1
1.22075,1.69881;0.1,0.1,0.462779,0.316622,0.1,10.0,2.91906,10.0,1.23181,0.1,10.0,10.0,10.0,0.1
1.22671,1.69679;0.197546,0.1,0.1,0.1,0.1,0.164202,0.1,10.0,0.1,0.368413,10.0,0.1,4.34309,0.171952
1.23393,1.69817;0.1,0.261001,0.162981,0.1,1.18988,10.0,0.1,0.1,0.1,10.0,0.1,0.1,8.17727,10.0
1.23514,1.69914;0.1,0.1,0.1,0.1,0.640871,10.0,0.1,0.249299,10.0,5.2573,6.22197,0.1,0.452359,0.1
1.24105,1.69778;1.90413,0.940237,0.1,0.1,0.1,0.1,0.212797,10.0,0.1,10.0,1.7853,0.114315,10.0,0.1
1.24819,1.69759;0.1,0.1,0.1,0.1,0.640871,10.0,0.245366,0.1,10.0,5.2573,0.1,0.399554,3.47537,0.1
1.25376,1.69683;0.1,0.1,0.1,0.1,0.640871,10.0,0.1,0.1,10.0,10.0,10.0,0.34895,0.771959,0.1
1.25942,1.69466;0.1,0.1,0.1,0.154523,0.640871,10.0,0.1,0.1,10.0,10.0,10.0,0.1,0.771959,0.1
1.26229,1.69998;0.722885,0.34663,0.1,0.120977,0.1,10.0,0.130393,0.103578,0.1,0.628268,6.62934,0.1,6.48542,0.1
1.26909,1.69676;4.92609,0.1,0.1,10.0,0.401509,0.1,0.809999,0.173863,0.168861,10.0,0.213304,2.67074,2.94712,0.1
1.27449,1.69514;0.1,0.1,0.1,0.673592,0.147518,10.0,5.0262,10.0,8.5921,10.0,10.0,0.981721,10.0,0.465159
1.27417,1.69742;0.1,0.1,0.492396,0.282943,0.1,10.0,0.457794,0.27226,0.1,0.199084,10.0,0.1,7.14982,0.1
1.28508,1.69408;0.296816,0.217289,0.1,0.1,0.791755,10.0,0.1,0.727204,0.1,0.1,7.34864,0.1,10.0,0.132007
1.28971,1.6961;0.566795,0.32174,0.1,0.1,0.1,10.0,0.1,0.1,1.09662,0.1,5.35672,0.1,10.0,0.109357
1.29012,1.69549;0.566795,0.32174,0.1,0.1,0.1,10.0,0.1,0.1,1.09662,0.1,5.35672,0.1,10.0,0.1
1.29606,1.69951;2.34239,0.259912,0.144231,10.0,0.1,0.1,0.109854,8.62567,0.1,0.122384,0.102105,0.480668,6.58938,0.206305
1.30456,1.69323;2.34239,0.259912,0.1,7.64651,0.1,0.1,0.1,8.62567,0.1,0.133374,0.102105,0.609072,5.18839,0.131009
1.30592,1.69953;0.645368,0.514284,0.127494,0.142549,0.319104,10.0,0.1,7.66761,6.1466,0.1,4.29142,10.0,3.97792,0.1
1.31166,1.69557;2.34239,0.259912,0.1,10.0,0.1,0.182255,0.1,10.0,0.185746,0.116989,0.1,2.71895,10.0,0.131009
1.31537,1.69874;2.34239,0.259912,0.1,10.0,0.1,0.1,0.1,10.0,0.1,0.125841,0.1,2.71895,10.0,0.1
1.32021,1.6964;0.19567,0.365506,0.1,0.461834,0.1,10.0,0.34809,0.1,10.0,10.0,0.1,9.60681,10.0,10.0
1.32413,1.69695;0.501377,0.340414,0.1,0.1,0.1,10.0,0.130393,0.1,0.1,1.70159,10.0,0.1,10.0,0.363056
1.33263,1.70123;0.501377,0.340414,0.1,0.1,0.1,10.0,0.130393,0.273283,0.1,1.70159,10.0,0.1,10.0,0.110093
1.33738,1.69475;2.63974,0.1,0.905154,10.0,0.182588,0.135906,0.1,1.26354,0.1,10.0,0.137368,0.1,3.30032,0.343628
1.34005,1.69995;0.158253,0.134684,0.102621,0.115546,0.1,1.33184,0.113367,10.0,4.42473,4.49473,1.34815,0.104602,10.0,0.111178
1.34555,1.69795;0.158253,0.137683,0.1,0.1,0.1,1.33184,0.1,10.0,4.42473,4.49473,1.34815,0.104602,10.0,0.1
1.35462,1.6971;0.419088,0.29196,0.1,1.937,0.1,1.11767,2.96952,10.0,0.1,10.0,0.1,10.0,8.45634,0.1
1.35643,1.69704;0.1,0.1,0.1,0.104978,0.1,5.68884,0.1,0.369518,1.97045,0.1,10.0,0.1,0.1,0.1
1.36514,1.69624;7.205,6.67826,0.212039,0.230521,0.1,10.0,0.42966,0.1408,0.1,10.0,0.1,0.1,2.50622,0.622461
1.36727,1.69839;0.1,0.1,0.1,0.311225,0.1,5.68884,0.147943,0.1,1.93458,0.1,10.0,0.1,0.1,0.1
1.37341,1.6956;0.202,0.284721,0.1,0.1,0.233409,10.0,1.31783,10.0,10.0,0.1,0.149964,0.1,1.33748,0.333399
1.38068,1.69578;0.233725,0.1,0.1,1.97933,0.103268,0.110283,0.1,10.0,0.104115,1.43351,9.70379,0.1,8.45634,0.1
1.38158,1.69565;0.233725,0.1,0.1,1.97933,0.1,0.1,0.1,10.0,0.1,1.43351,9.70379,0.113618,8.56417,0.1
1.38433,1.69642;0.1,0.232017,0.32289,0.1,0.229327,7.22224,0.143927,2.4936,0.1,0.1,5.32992,10.0,10.0,10.0
1.39113,1.69796;0.215714,0.1,0.1,1.51622,0.108568,0.139249,0.1,10.0,0.1,0.1,10.0,10.0,10.0,0.218996
1.39715,1.70014;0.165022,0.184877,0.199254,0.573932,0.1,5.11308,0.552365,0.1,0.176595,0.1,0.143399,9.12813,6.49851,0.429637
1.40373,1.69669;0.1,0.1,0.1,0.1,0.1,5.3168,0.156799,0.1,0.338865,0.102286,8.43818,2.70804,10.0,0.1
1.40958,1.6957;0.1,0.317416,0.142129,0.115479,0.1,0.1,0.219361,0.1,0.145124,0.23727,10.0,0.1,0.1,0.442784
1.41165,1.69986;0.221763,0.1,0.258264,1.97933,0.1,0.1,0.1,10.0,0.1,7.44837,10.0,7.18928,10.0,0.243427
1.41648,1.69843;7.205,5.94143,0.1,0.326066,0.1,10.0,0.167565,0.1,0.167665,10.0,0.1,0.175013,2.50622,0.1
1.42351,1.69719;0.1,0.143135,0.318988,0.398926,0.1,0.20282,1.07497,0.168383,0.1,10.0,0.293197,10.0,5.70778,0.812654
1.4308,1.69391;0.299045,0.470577,0.618272,0.109891,1.20632,10.0,0.835339,10.0,0.1,0.365279,0.15745,10.0,7.18966,0.412285
1.43346,1.69507;10.0,10.0,0.722422,3.71775,1.19432,1.33259,1.0934,0.1,0.122087,10.0,0.146213,3.48151,1.37314,0.1
1.43778,1.69985;0.1,0.299138,0.1,0.376434,0.1,10.0,0.1,0.1,10.0,3.3377,1.53214,6.60557,4.92622,10.0
1.44114,1.69574;7.205,6.64682,0.1,0.326066,0.1,10.0,0.167565,0.368586,0.152184,10.0,0.1,0.304268,2.50622,0.206096
1.44692,1.69717;10.0,7.91656,0.982559,10.0,1.19432,10.0,1.0934,0.1,0.528735,10.0,0.146213,3.48151,1.37314,0.1
1.4538,1.70015;0.1,0.417687,0.20329,0.1,0.704826,10.0,0.1,0.333891,0.1,0.1,0.1,0.1,0.1,0.1
1.45727,1.69512;0.1,0.141574,0.288762,0.32951,0.1,10.0,0.108667,0.1,5.51436,10.0,9.37297,0.1,10.0,0.1
1.46117,1.7006;0.137743,0.1,0.1,1.51622,0.1,0.1,0.1,10.0,0.1,0.540951,10.0,0.1,4.34309,0.171952
1.46834,1.69618;0.1,0.141574,0.288762,0.618741,0.1,10.0,0.1,0.1,5.51436,10.0,10.0,0.1,10.0,0.1
1.47291,1.69579;0.132602,0.1,0.1,1.51622,0.1,0.1,0.1,10.0,0.1,0.558526,10.0,0.1,4.34309,0.134783
1.4776,1.69791;0.229347,0.280502,0.119113,0.1,0.1,10.0,0.870794,0.1,0.1,0.250429,10.0,0.1,10.0,0.1
1.48334,1.69717;0.1,0.261001,0.1,0.1,0.987974,10.0,0.19196,0.287399,0.177997,10.0,3.54211,6.85448,0.597247,0.1
1.48594,1.69583;0.342888,0.461674,0.174712,0.11034,0.198496,10.0,1.27436,0.415214,0.105283,0.1,0.1,10.0,10.0,0.240043
1.4914,1.69645;0.1,0.261001,0.1,0.1,0.987974,10.0,0.19196,0.287399,0.139494,10.0,3.54211,6.85448,0.679039,0.1
1.49904,1.69365;0.1,0.1,0.1,1.51622,0.163781,0.1,0.1,10.0,0.1,0.1,7.28325,0.1,4.34309,0.1
1.50618,1.69415;0.116031,0.1822,0.261752,0.1,0.211448,7.60428,0.150669,0.1,0.800237,0.135997,0.120338,2.95111,10.0,0.112723
1.50662,1.69973;0.1,0.169214,0.20443,0.1,0.1,10.0,0.206897,3.38569,6.51662,0.39128,10.0,0.1,10.0,1.97255
1.51216,1.69289;0.116031,0.1822,0.261752,0.1,0.211448,7.60428,0.1,0.1,0.800237,0.135997,0.1,1.29314,10.0,0.112723
1.51618,1.69675;0.1,0.160892,0.421873,0.344283,0.111384,10.0,0.1,2.00777,0.609933,1.20148,10.0,0.665532,10.0,0.1
1.52378,1.69406;0.299045,0.470577,0.618272,0.109891,0.1,10.0,0.835339,1.95803,0.1,0.365279,0.15745,10.0,7.18966,0.1
1.53112,1.69605;0.697971,0.93236,0.239252,0.901987,0.1,10.0,0.224832,6.1621,0.133313,0.1,7.41315,0.1,2.82154,0.62933
1.53098,1.69936;0.1,0.169214,0.1,0.1,0.1,10.0,0.162103,2.21401,10.0,0.1,10.0,0.1,10.0,2.60445
1.53411,1.69795;4.20987,2.67149,0.1,10.0,0.1,0.1,0.226999,0.259764,0.107632,10.0,0.227427,0.1,1.70793,0.1
1.54655,1.69658;0.1,0.143787,0.1,0.16351,0.1,5.01048,0.102574,0.1,1.15736,0.233724,0.1,0.1,9.1388,0.1
1.54707,1.69856;0.297669,0.453931,0.111953,0.318346,0.1,5.49522,0.1,1.55142,0.132075,0.138143,3.241,0.1,0.1,0.1
1.55132,1.69778;0.1,0.184877,0.1294,0.573932,0.229327,5.11308,0.361017,0.639407,0.176595,0.126923,0.1,9.12813,6.49851,0.894519
1.55543,1.70117;0.1,0.1,0.1,1.51622,0.1,0.184243,0.1,10.0,0.1,0.343195,10.0,10.0,10.0,0.1
1.55878,1.701;0.1,0.1,0.1,1.51622,0.1,0.150579,0.1,10.0,0.1,0.637536,10.0,10.0,10.0,0.1
1.56818,1.6992;0.1,0.182149,0.982802,1.38084,0.1,10.0,0.1,10.0,1.85206,2.24044,0.1,0.159808,10.0,0.1
1.57325,1.69673;8.96987,10.0,2.22691,8.8825,0.375589,10.0,0.1,0.1,0.226956,10.0,0.1,0.1,1.08995,0.144998
1.58183,1.69834;0.213257,0.317416,0.1,0.1,0.114466,9.135,0.67354,0.204709,0.1,0.1,5.89676,0.1,10.0,0.1
1.59063,1.69573;0.115569,0.214244,0.10892,1.25511,0.1,10.0,0.1,0.1,10.0,0.127085,10.0,1.98325,0.1,0.1
1.59477,1.69416;0.1,0.184693,0.261752,0.1,0.211448,7.60428,0.1,0.1,0.425773,0.135997,0.1,1.15618,10.0,0.1
1.59398,1.69807;0.1,0.187092,0.214529,0.1,0.34312,8.80101,0.218948,0.1,0.410172,8.90003,8.39026,0.272255,6.29938,0.123439
1.60334,1.69698;2.44158,2.34922,0.130433,7.49887,0.1,10.0,0.132279,2.40852,0.1,10.0,2.91968,10.0,9.86954,0.1
1.60778,1.69977;0.1,0.20381,0.116462,1.15345,0.144657,10.0,0.144217,0.1,10.0,0.321526,2.22022,0.1,0.1,0.143394
1.61271,1.69558;3.30324,4.14259,0.731243,10.0,0.1,10.0,0.1,0.1,0.580624,3.29908,0.232407,3.48151,1.37314,0.17468
1.61487,1.69757;0.1,0.20381,0.116462,1.15345,0.144657,10.0,0.144217,0.1,10.0,0.840952,2.22022,0.1,0.495166,0.143394
1.62338,1.6948;0.1,0.307362,0.204506,0.1,0.1,10.0,0.1,10.0,10.0,0.1,0.218226,10.0,0.1,0.1
1.63273,1.69641;0.1,0.242299,0.1,0.1,0.268692,10.0,0.1,5.88334,10.0,4.60964,0.1,0.482485,5.5387,2.69617
1.64213,1.69755;0.1,0.188916,0.1,0.1,0.116132,0.1,1.85299,10.0,0.10659,10.0,0.1,10.0,10.0,0.1
1.64441,1.69631;0.1,0.188916,0.1,0.1,0.1,0.183201,1.85299,10.0,0.167423,10.0,0.11581,10.0,10.0,0.1
1.64507,1.70062;3.18848,2.62558,0.113895,10.0,0.1,0.172235,0.1,0.120036,0.160651,7.97566,0.1,1.60881,1.70793,0.1
1.6561,1.69415;0.1,0.220593,0.188847,0.1,0.339264,10.0,0.1,0.132338,0.1,0.216299,10.0,0.1,4.18117,1.24794
1.66794,1.70023;0.1,0.215223,0.1,0.1,0.1,10.0,2.73695,7.81427,0.1,0.1,10.0,3.81212,10.0,0.648159
1.67171,1.69811;0.1,0.182149,0.982802,1.38084,0.121833,7.55417,0.1,9.26236,0.1,2.24044,0.1,0.1,10.0,0.1
1.68024,1.69444;0.1,0.214244,0.1,1.25511,0.1,10.0,0.1,0.1,10.0,0.146331,10.0,2.11761,0.1,0.1
1.6806,1.69919;0.1,0.220593,0.188847,0.1,0.339264,10.0,0.1,0.132338,0.1,0.216299,10.0,0.1,1.18127,0.197422
1.69137,1.69398;0.157864,0.383261,0.1,3.02229,0.171024,2.37151,0.1,8.34871,0.1,0.282252,8.60684,0.1,0.1,0.17622
1.69192,1.69778;3.18848,2.95918,0.113895,10.0,0.1,0.1,0.21194,0.173863,0.168861,7.97566,0.1,2.67074,1.70793,0.1
1.70128,1.69281;0.1,0.220593,0.1,0.1,0.339264,10.0,0.644241,0.1,0.14458,0.141293,10.0,0.1,1.0106,0.1
1.70295,1.69436;0.100063,0.220593,0.1,0.1,0.339264,10.0,0.644241,0.1,0.1,0.1,10.0,0.1,1.25365,0.1
1.7085,1.69635;0.1,0.184877,0.1294,0.573932,0.229327,5.11308,0.1,0.639407,0.176595,0.126923,0.1,9.12813,10.0,0.1
1.713,1.69704;7.205,10.0,0.251261,1.40194,0.1,9.79829,0.1,0.1,0.1,10.0,0.1,10.0,4.10359,0.1
1.7151,1.69727;1.6141,2.80102,0.462779,0.1,0.1,10.0,0.1,10.0,0.531641,10.0,0.830135,1.46219,10.0,1.96939
1.719,1.69814;0.187636,0.347199,0.100372,0.833733,0.298048,10.0,0.263955,0.1,0.1,0.137171,10.0,0.1,7.32261,0.12063
1.72477,1.70147;0.1,0.249406,0.1,0.535609,0.1,10.0,0.72367,1.34784,6.31082,0.741217,0.295614,4.84156,0.872989,0.210207
1.73454,1.70032;7.2158,10.0,0.982559,10.0,0.260233,10.0,0.528125,0.1,0.565421,10.0,0.1,3.48151,1.37314,0.1
1.74155,1.69302;0.1,0.165247,0.1,0.175764,0.1,1.33625,0.266364,0.120301,0.1,10.0,0.241482,10.0,10.0,0.867624
1.74073,1.6979;0.150495,0.356704,0.466476,0.617843,0.407274,10.0,0.114574,0.1,0.410172,7.39643,0.1,0.295638,5.27527,0.1
1.75091,1.69423;0.252485,1.26669,0.103884,10.0,0.120067,10.0,0.356753,0.110803,10.0,0.205902,0.1,0.1,10.0,0.253767
1.75279,1.69509;2.81394,2.95918,0.216216,10.0,0.168855,0.219911,0.145148,0.143735,0.1,10.0,0.1,0.673681,1.70793,0.114788
1.75895,1.6981;1.60907,2.98127,1.78189,0.964926,0.1,8.90539,0.1,0.1,0.1,0.1,0.1,10.0,1.89963,0.1
1.75874,1.70193;0.1,0.220593,0.140312,0.156926,0.339264,10.0,0.114265,0.132338,0.118555,0.1,10.0,0.120716,10.0,0.319232
1.76442,1.69686;0.113178,0.266906,0.1,1.7896,0.1,10.0,1.28217,10.0,10.0,0.364807,7.57137,0.1,3.75676,0.333399
1.77298,1.69661;0.125645,0.34678,0.1,2.7391,0.1,10.0,0.200697,0.232432,10.0,0.1,5.50102,0.235432,0.1,0.302914
1.77517,1.6985;0.243596,1.26669,0.1,10.0,0.120067,10.0,0.356753,0.105378,10.0,0.1,0.1,0.1,10.0,0.177215
1.78179,1.69832;0.243596,1.26669,0.1,10.0,0.119045,10.0,0.360654,0.285386,10.0,0.203764,0.375426,0.18057,10.0,0.198013
1.78843,1.6968;0.228087,0.455741,0.1,0.588465,0.282479,9.62979,0.1,10.0,3.82184,0.175203,10.0,0.564395,4.48198,0.1
1.79551,1.69741;0.1,0.232017,0.1,0.1,0.1,10.0,0.658119,10.0,10.0,0.658854,4.75156,6.75227,4.09923,0.1
1.79621,1.69732;0.1,0.261001,0.1,0.1,0.158027,10.0,0.1,3.4244,8.69814,10.0,0.1,0.735454,10.0,2.98189
1.80192,1.70055;0.228379,1.26669,0.1,10.0,0.1,10.0,0.428349,0.1,10.0,1.29872,0.1,0.281817,7.11532,0.1033
1.80418,1.6998;0.228379,1.26669,0.1,10.0,0.1,10.0,0.428349,0.287221,10.0,0.349208,0.1,0.1,7.8756,0.237008
1.8087,1.70067;0.1,0.29196,0.1,0.1,0.1,0.227991,0.1,10.0,0.28305,0.1,2.30494,8.67111,8.76635,8.11182
1.81617,1.70002;0.228379,1.26669,0.1,10.0,0.1,10.0,0.428349,0.647481,10.0,0.1,0.1,0.170095,7.94485,0.1
1.82365,1.69743;0.1,0.261001,0.1,0.1,0.151044,10.0,0.1,0.71105,6.60946,10.0,1.53214,0.258244,10.0,2.42309
1.82926,1.69939;5.97875,10.0,0.108812,8.49545,0.258736,10.0,0.277171,3.63672,0.903468,10.0,0.194594,0.1153,1.13691,0.1
1.83415,1.69487;0.12705,0.317416,0.147101,0.174348,0.1,10.0,0.343815,0.1,0.69185,0.131621,10.0,0.129318,0.1,0.460005
1.83507,1.69807;0.119508,0.280502,0.1,0.1,0.1,10.0,0.870794,0.22517,0.18176,0.1,10.0,10.0,10.0,0.688097
1.84283,1.70022;0.228379,1.26669,0.1,10.0,0.1,10.0,0.428349,1.42933,10.0,0.1,0.298097,0.1,10.0,0.1
1.85046,1.69507;3.39457,10.0,0.1,0.1,0.366826,0.1,0.123614,9.52778,0.288695,3.80619,0.67868,0.604842,0.153352,0.151884
1.85334,1.69952;0.228379,1.26669,0.1,10.0,0.1,10.0,0.428349,1.74291,10.0,0.1,0.683521,0.69233,10.0,0.1
1.85556,1.69777;0.1,0.334506,0.130837,2.09112,0.451222,5.1291,0.1,10.0,0.376022,0.1,0.999132,0.117902,5.65448,0.587645
1.85732,1.69969;0.148218,0.29196,0.1,2.73336,0.1,0.451097,0.131195,10.0,0.1,7.22795,7.00991,0.1,10.0,0.1
1.87229,1.70163;0.1,0.303854,0.1,1.1734,0.430785,10.0,0.386049,0.1,0.1,10.0,10.0,0.1,3.21659,1.16931
1.88157,1.70213;0.228087,0.511646,0.127494,0.295575,0.1,8.66295,0.184063,10.0,2.97085,0.523843,10.0,10.0,2.92501,0.1
1.88425,1.70265;0.1,0.291663,0.305712,0.1,0.1,10.0,0.835339,1.78231,0.1,0.281108,0.166528,10.0,10.0,0.1
1.90122,1.6992;0.144757,0.419135,0.305712,0.134252,0.1,10.0,0.816774,0.960596,0.111514,0.574583,0.1,10.0,5.93396,0.1
1.90892,1.69663;1.24174,10.0,0.689199,0.732928,0.813461,1.24197,8.99461,7.2383,0.1,10.0,0.120695,0.179345,0.103225,1.21295
1.90851,1.69976;0.1,0.34678,0.1,2.7391,0.1,10.0,0.106824,0.232432,10.0,0.1,2.71748,0.224987,0.1,0.302914
1.91621,1.70127;0.1,0.34678,0.1,2.7391,0.1,10.0,0.1,0.379681,10.0,0.1,2.71748,0.1,0.12643,0.302914
1.92657,1.69455;0.133304,0.368375,0.1,0.9936,0.1,10.0,0.262513,10.0,10.0,2.34999,0.1,8.11671,10.0,2.70599
1.93407,1.69811;1.17859,10.0,0.891213,0.300341,0.153155,0.101664,10.0,10.0,0.1,9.94313,0.1,0.22018,0.1,1.22311
1.93596,1.69575;1.17859,10.0,0.891213,0.300341,0.153155,0.1,10.0,10.0,0.1,10.0,0.106863,0.22018,0.1,1.22311
1.9417,1.69759;1.24174,10.0,0.738455,3.16306,1.56749,0.261231,10.0,10.0,0.1,10.0,0.124871,0.1,0.1,1.21295
1.95606,1.69599;0.1,0.368375,0.1,0.1,0.1,10.0,0.143001,10.0,10.0,10.0,0.1,10.0,10.0,10.0
1.96083,1.69483;0.1,0.368375,0.1,0.173079,0.1,10.0,0.158935,10.0,10.0,10.0,0.143155,10.0,10.0,10.0
1.9638,1.6964;0.1,0.317416,0.279028,0.1,0.138872,10.0,0.216002,0.128862,0.851229,0.108175,0.1,0.240299,4.90597,0.158844
1.96327,1.69997;0.122647,0.317416,0.100372,0.833733,0.25749,10.0,0.263955,0.1,0.1,0.137171,10.0,0.1,7.32261,0.12063
1.97127,1.69963;0.1,0.334506,0.1,0.9936,0.142432,10.0,0.386767,10.0,10.0,10.0,0.1,2.95678,10.0,6.18742
1.98279,1.69544;0.128998,0.340414,0.1,0.1,0.177475,10.0,0.194133,0.1,0.22558,0.196358,10.0,0.1,2.64022,0.18698
1.98556,1.692;0.128998,0.340414,0.1,0.1,0.177475,10.0,0.194133,0.1,0.22558,0.196358,10.0,0.1,2.72088,0.18698
1.99149,1.69366;0.118135,0.317416,0.1,0.1,0.1,10.0,0.178712,0.1,1.49279,0.136836,10.0,0.1,0.705928,0.1
1.99401,1.69776;0.1,0.188916,0.1,1.58951,0.1,0.238057,0.1,10.0,0.1,10.0,7.51436,5.29215,10.0,0.1
1.99655,1.69933;0.122647,0.317416,0.142816,0.833733,0.103677,10.0,0.343815,0.1,0.1,0.1,10.0,0.1,10.0,0.1
2.00135,1.69875;0.211262,0.457479,0.1,1.08561,0.1,5.63002,0.1,0.1,0.1,2.69111,0.582823,8.60448,10.0,0.149444
2.01057,1.69435;0.244842,0.434087,0.1,1.58951,0.1,0.299995,0.110028,10.0,0.1,0.1,0.1,5.29215,10.0,0.1
2.01651,1.69728;0.284769,0.721393,0.1,0.1,0.109572,10.0,0.1,10.0,4.5337,0.179162,0.1,0.1,8.9499,0.1
2.01831,1.69662;0.284769,0.721393,0.1,0.130459,0.109572,9.9737,0.1,10.0,4.5337,0.179162,0.1,0.191386,8.9499,0.1
2.02607,1.69498;0.870998,2.22398,0.262553,0.637425,0.123627,10.0,0.646287,0.469079,0.1,0.16141,0.122233,10.0,1.89963,0.165478
2.0305,1.69433;0.870998,2.22398,0.241318,0.891357,0.123627,10.0,0.646287,0.469079,0.1,0.178807,0.15749,10.0,1.89963,0.165478
2.0334,1.69894;0.1,0.267496,0.1,1.99365,0.194071,0.972726,0.1,10.0,0.708359,2.98933,0.641298,0.13325,6.14817,0.222819
2.04759,1.69763;0.1993,0.457479,0.1,1.08561,0.1,5.63002,0.185696,0.191063,0.1,3.2426,0.427171,10.0,10.0,0.1
2.06031,1.69373;0.1993,0.457479,0.1,1.08561,0.1,5.63002,0.1,0.213885,0.1,2.68223,0.582823,8.97129,10.0,0.1
2.0645,1.69607;1.24174,10.0,0.738455,3.16306,0.1,0.21955,10.0,10.0,0.1,10.0,0.217814,0.129636,0.1,1.21295
2.07501,1.69922;0.1,0.284182,0.1,0.1,0.220116,10.0,0.1,0.126829,0.133471,0.145487,10.0,3.62065,10.0,0.188754
2.07684,1.6959;0.1,0.334506,0.130837,2.09112,0.142432,10.0,0.281754,10.0,10.0,10.0,0.1,2.95678,5.65448,0.1041
2.08638,1.69705;0.1,0.317416,0.159677,0.1,0.113444,10.0,0.1,0.1,0.1,0.1,10.0,1.18621,0.195414,0.159447
2.086,1.69539;1.24174,10.0,0.658604,0.1,0.1,0.148331,10.0,6.72654,0.1,10.0,0.1,0.1,0.1,1.21295
2.09178,1.69779;0.102374,0.320796,0.135052,0.1,0.117476,10.0,0.744023,0.132669,0.1,0.128239,1.20247,0.264802,10.0,0.1
2.1032,1.69545;0.1,0.334506,0.101673,2.09112,0.142432,10.0,0.281754,10.0,10.0,0.1,0.368145,0.1,10.0,0.371509
2.10071,1.7028;0.1,0.29346,0.1,0.14874,0.1,10.0,0.532851,3.79933,1.60713,0.24265,10.0,1.18943,7.74966,0.1
